LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
-0.03405354,-0.1053317,-0.03443812,-0.05088542,0.227884,0.5682595,-1.256783,0.08743336,0.0004576297,0.00833618,0.02209012,-0.03451959,0.8056964,0.0,-1.387876,0.6994096
-0.03510704,-0.10390129999999999,-0.03566565,-0.05289202,0.0758605,0.01094349,-1.245839,0.2623001,0.0006077967,0.006627136,0.02073777,-0.03341513,0.42344960000000004,-0.46993999999999997,-1.136519,0.6119762
-0.03535288,-0.10598250000000001,-0.03380569,-0.05211336,0.5020051,0.7868429,-0.8633328000000001,0.21858339999999998,0.004012772,0.002726925,0.01212463,-0.02829137,0.8356248,-0.04371668,-1.300442,0.7868429
-0.03583887,-0.10775810000000001,-0.02935636,-0.05219117,-0.5076515,0.16392320000000002,-0.4043363,-0.6556929,-0.0022126339999999998,0.001558126,0.00643278,-0.03647143,1.230538,0.3497334,-0.32784650000000004,1.213066
-0.03534821,-0.10603810000000001,-0.02512087,-0.05331847,0.4394874,0.43710950000000004,-0.12020650000000001,0.2623001,0.001597237,0.005153544,0.008376563,-0.03385249,0.9074278,-0.04371668,-0.5136567,1.049143
-0.03754845,-0.10670230000000001,-0.02760398,-0.05517037,0.5550635,0.14209349999999998,0.7212966,0.46993999999999997,0.004966656,0.0002340249,0.007004433000000001,-0.02645883,0.9647478999999999,-0.14209349999999998,-0.8086726,1.1256329999999999
-0.03156282,-0.10855050000000001,-0.02142114,-0.04769697,0.5958309,0.1748667,0.2294696,0.5682595,0.004767733,0.0007882405999999999,0.004635327,-0.02762427,0.07094564,-0.5682595,-0.25135660000000004,0.43710950000000004
-0.03183551,-0.1066885,-0.02341254,-0.04893409,0.6225294,-0.5901465,0.0,1.1256329999999999,0.005946768000000001,0.002714077,0.009576973,-0.02643222,0.3727311,0.45899650000000003,-0.6775799,-0.01094349
-0.02540259,-0.1035486,-0.02274524,-0.04334258,0.6316871999999999,-0.5245429,0.01094349,1.092802,0.005086745,0.003316627,0.01088486,-0.02764507,0.3629693,-0.21858339999999998,-0.7758994,0.43710950000000004
-0.03264859,-0.1066681,-0.03036639,-0.0489239,0.37709380000000003,-0.2950733,0.2841298,0.6010327,0.003184127,0.0046927340000000005,0.01139778,-0.03088348,0.1663149,-0.579203,-1.2239520000000002,0.3497334
-0.02985977,-0.1048433,-0.02830585,-0.04705149,0.0009740431,-0.5245429,0.5354864,0.2623001,0.006734431,0.008878363,0.01397011,-0.02886812,0.3885197,-0.3933928,-0.2950733,0.6994096
-0.03369009,-0.10680339999999999,-0.03028655,-0.05009453,0.9188299000000001,-0.1092631,0.8523893,1.049143,0.00158093,0.004570266,0.01195046,-0.03267553,0.6957765,-0.4152798,-0.7649560000000001,0.9944828000000001
-0.03283224,-0.1110982,-0.02951299,-0.04641539,0.20965509999999998,-0.08743336,0.9288791999999999,0.1748667,0.004082048,0.00020639060000000002,0.00650518,-0.0276517,0.5140317,-0.3497334,-0.8633328000000001,0.6994096
-0.03120718,-0.1098998,-0.0301703,-0.04514677,-0.13944160000000003,-0.1529797,-0.4043363,-0.01094349,0.001268579,0.0009986081,0.004498685,-0.03216965,0.575453,-0.5354864,-1.857816,0.6884661
-0.03639654,-0.11347639999999999,-0.03070422,-0.04898335,0.5700847,0.6994096,-0.5136567,0.3060168,0.005421395999999999,-0.0009748487,0.008983804,-0.02458572,0.689164,-0.43710950000000004,-1.737609,0.7868429
-0.02942733,-0.1158447,-0.03055229,-0.03913207,0.39717140000000006,1.420706,-1.158406,-0.2731863,0.00805062,-0.005646984,0.0032477990000000004,-0.019232,0.5820344,-0.5027132000000001,-2.775809,0.46993999999999997
-0.02867507,-0.1096642,-0.02630517,-0.04281529,0.1191299,0.9179930000000001,-1.606459,-0.21858339999999998,0.01165701,0.000355677,0.0003234567,-0.01965325,0.32947990000000005,-0.2623001,-2.699319,0.0
-0.03882267,-0.1112239,-0.03727262,-0.05239399,0.1947115,1.7813259999999997,-2.644659,-0.5354864,0.003835354,0.00200466,0.009002056999999999,-0.02866754,0.7895002,0.09837685,-2.994335,0.25135660000000004
-0.03738511,-0.1219654,-0.02997523,-0.04478089,-0.01915069,1.5736860000000001,-3.5735379999999997,-0.5245429,0.0049132379999999995,0.001033686,0.01218785,-0.02590768,0.606729,0.1748667,-3.442388,-0.13115
-0.03143864,-0.1151211,-0.01229162,-0.04460795,0.11882229999999999,1.486253,-4.764717,-0.13115,0.005857359,0.003464894,0.007228261,-0.0275585,-0.21663960000000002,-0.5464298000000001,-4.087194,-0.7868429
-0.0305552,-0.1093451,-0.03309505,-0.04426991,-0.1411404,1.5736860000000001,-5.802917,-0.3497334,0.005757964,0.00608118,0.01223201,-0.02843719,0.520334,0.43710950000000004,-4.272947,-0.6119762
-0.03727828,-0.1022817,-0.03037628,-0.05731687,-0.02281605,1.322329,-5.507843,-0.08743336,0.005469459,0.0067352259999999995,0.01665544,-0.02827485,0.301632,-0.25135660000000004,-4.480587,-0.43710950000000004
-0.02984114,-0.09940313,-0.02880215,-0.05048151,0.1638498,1.136519,-5.540674,0.2623001,0.007279096999999999,0.009824354,0.01280529,-0.02907869,-0.27841459999999996,-0.4808262,-4.316664,-0.9617097
-0.02852892,-0.1010653,-0.02798281,-0.04793732,-0.3997292,1.289556,-5.39858,-0.5354864,0.001894738,0.009804164,0.01037041,-0.03634559,0.47978640000000006,0.2623001,-3.6719150000000003,-0.4043363
-0.03176435,-0.09639528,-0.02442665,-0.05539869,-0.16665510000000003,1.049143,-4.272947,-0.2623001,0.0002310571,0.01041232,0.01528382,-0.03777269,0.211563,-0.2623001,-4.010705000000001,-0.43710950000000004
-0.03319174,-0.09152389,-0.02987163,-0.05951141,0.03381287,0.8852198,-2.7102049999999998,-0.14209349999999998,0.001382102,0.01465689,0.01526046,-0.0394025,-0.01198316,-0.49176970000000003,-2.906901,-0.3060168
-0.03085796,-0.09095101,-0.02508528,-0.05778064,-0.01678228,0.6556929,-2.174719,-0.13115,-0.008458049,0.00839257,0.007814291999999999,-0.04886781,0.1649481,-0.08743336,-1.999852,-0.1748667
-0.03733799,-0.0956985,-0.02622349,-0.06231104,-0.1510091,0.5027132000000001,-1.027256,-0.3606196,0.001127923,0.007376321,0.00843224,-0.03596595,-0.1926894,-0.2404131,-1.070973,-0.3060168
-0.03200662,-0.09728773,-0.01949907,-0.05583584,0.2669041,0.5682595,-0.6447494,0.04371668,0.0006654485000000001,0.008961164,0.0003220291,-0.03949825,-0.04865335,-0.3497334,-1.256783,-0.08743336
-0.03465774,-0.09910028,-0.02006165,-0.05775964,-0.01832361,0.2076399,-0.1092631,-0.14209349999999998,0.001134046,0.009751852,-0.0003241651,-0.03962633,-0.1252136,-0.14209349999999998,-0.9835394000000001,-0.2731863
-0.02753737,-0.104164,-0.02007542,-0.04586495,0.5876309000000001,1.136519,-0.25135660000000004,0.0,-0.0034183440000000002,0.008911504,0.01221804,-0.04193558,0.06505841,0.43710950000000004,-0.5136567,-0.3497334
-0.02807857,-0.1022176,-0.01999425,-0.04780313,0.5522845999999999,0.3715631,-0.6994096,0.5245429,0.002988922,0.007122718,0.00917235,-0.03327115,0.4901528,0.4043363,-0.5136567,0.2076399
-0.02954394,-0.09972016,-0.02637849,-0.05026564,0.6710798000000001,0.5245429,-1.300442,0.6556929,0.0044259009999999994,0.007040019000000001,0.006598994,-0.03197784,-0.19683979999999998,0.13115,-0.4262233,-0.43710950000000004
-0.0332359,-0.09836078,-0.02822917,-0.05533363,0.009914103,0.1529797,-0.2294696,-0.05466017,0.004463740999999999,0.003400448,0.01102783,-0.02830075,-0.1689236,0.25135660000000004,-0.6338632,-0.5354864
-0.03784257,-0.10231710000000001,-0.02820357,-0.05829335,0.6764876999999999,0.8305596,0.05466017,0.2623001,0.001494385,0.00454926,0.0121746,-0.03260548,0.14154460000000002,0.08743336,-0.5136567,0.0
-0.03671707,-0.1091704,-0.0305943,-0.05209073,-0.2629132,0.33878990000000003,-0.09837685,-0.5245429,0.005562391,0.00591415,0.01283476,-0.02833715,0.1605687,0.2841298,-1.158406,-0.2623001
-0.03080852,-0.1084108,-0.02320319,-0.04655438,-0.3799524,0.5682595,-1.7813259999999997,-0.5682595,0.0055412280000000005,0.006500690999999999,0.01778742,-0.027683,0.1609745,0.08743336,-1.606459,-0.21858339999999998
-0.02827084,-0.106234,-0.0274082,-0.04429765,-0.6746675,0.6010327,-2.557225,-0.8305596,0.005471544,0.003003268,0.01718273,-0.02535632,0.001250965,-0.09837685,-1.508082,-0.2623001
-0.03378166,-0.1033514,-0.02314476,-0.05346326,-0.8777761000000001,0.9179930000000001,-2.961562,-1.2239520000000002,0.005881,0.004694977,0.01527759,-0.02648535,0.6367329,0.08743336,-2.524452,0.1748667
-0.03263252,-0.09915116,-0.02170003,-0.05505331,0.1206806,1.005426,-3.409615,-0.01094349,0.008925679,0.004462074,0.00721062,-0.02427083,0.1981615,0.1092631,-2.775809,-0.448053
-0.03299405,-0.09589857,-0.01637742,-0.05842265,0.102362,0.6994096,-2.5681689999999997,0.04371668,0.007954481999999999,0.01040202,0.007800424,-0.02967573,0.3353957,-0.3060168,-3.8795550000000003,-0.21858339999999998
-0.02748269,-0.09554004,-0.01751848,-0.05183845,0.5538732,0.9725959000000001,-2.098229,0.33878990000000003,0.00865011,0.008436826,0.009661508000000001,-0.02694055,0.7102470999999999,0.1857529,-3.2566349999999997,0.03277319
-0.03656661,-0.09470112,-0.01326361,-0.06399428,0.7778263000000001,1.049143,-1.868759,0.5245429,0.00368907,0.01221732,0.0128317,-0.03523013,0.2998268,0.21858339999999998,-3.136428,-0.4808262
-0.02661543,-0.09688872,-0.01756773,-0.04989038,1.472917,1.005426,-1.8359290000000001,1.387876,0.0008724878999999999,0.01577063,0.01102895,-0.0417715,0.18959120000000002,0.06554637,-2.819525,-0.43710950000000004
-0.03660605,-0.0941105,-0.01643207,-0.06396359,0.521608,0.3497334,-1.431592,0.6119762,0.004003538,0.01528912,0.01283996,-0.03706766,0.37818409999999997,0.3933928,-2.611885,-0.3933928
-0.0341833,-0.09698355,-0.02883468,-0.05729036,0.8276001000000001,1.0382,-1.639232,0.557316,0.00042600699999999995,0.01564622,0.01355091,-0.04167412,0.18912,0.33878990000000003,-2.1638319999999998,-0.49176970000000003
-0.03310305,-0.09788355,-0.02573137,-0.05585164,0.5312458999999999,0.6556929,-0.9507662,0.3497334,0.003568063,0.01644139,0.01093371,-0.03887755,0.7749189000000001,0.3933928,-1.519026,0.3497334
-0.03645114,-0.09653294,-0.02067633,-0.06154686,0.7681049,0.9179930000000001,-0.4152798,0.3825066,0.002243364,0.01661057,0.01282732,-0.04024876,0.5363768,0.45899650000000003,-0.9835394000000001,0.12020650000000001
-0.02962196,-0.09983223,-0.02266284,-0.05081241,0.769296,0.3060168,0.1857529,0.6994096,0.001697874,0.01325998,0.01404608,-0.03820464,0.8278465,0.5245429,-0.6010327,0.5245429
-0.02660174,-0.09792536,-0.01892273,-0.04898304,0.3107173,0.4262233,-0.5464298000000001,0.1748667,0.001197226,0.01020879,0.01775826,-0.03576772,1.116406,0.31690300000000005,-0.6119762,1.0382
-0.03321689,-0.1041144,-0.02825945,-0.05148369,0.8909819,0.4808262,-0.7758994,0.8742763000000001,0.006343466,0.008887643,0.0208377,-0.02762468,0.13360360000000002,-0.3497334,-0.33878990000000003,0.3497334
-0.02852968,-0.09713314,-0.016418,-0.05220891,0.7203684,0.7212966,-0.8086726,0.5136567,0.0019678210000000002,0.01143704,0.01453667,-0.03641432,0.8461009,0.1966964,-0.8523893,0.7321828
-0.02922039,-0.09534487,-0.0220244,-0.05339025,0.5166078,0.43710950000000004,-1.562742,0.5682595,0.00748781,0.01075484,0.01212412,-0.02949239,1.05958,0.1748667,-0.5136567,1.092802
-0.03116076,-0.09511064,-0.02516247,-0.05542275,0.3938357,0.12020650000000001,-1.442536,0.6119762,0.004903247,0.01393493,0.01456471,-0.03453988,1.176568,0.6447494,-0.8523893,0.8196161
-0.03201656,-0.09914311,-0.0238706,-0.05397373,0.6668811,0.6556929,-0.7321828,0.4808262,0.0056999369999999995,0.01326702,0.01099468,-0.03383872,0.341329,0.7868429,-0.5136567,-0.2623001
