LAV,LAX,LAY,LAZ,LRV,LRX,LRY,LRZ,RAV,RAX,RAY,RAZ,RRV,RRX,RRY,RRZ
-0.01525745,-0.02479211,-0.01429474,-0.01707368,-1.476647,-0.3,2.2,-1.3,-0.003789985,-0.05921842,-0.006802631999999999,0.02602895,-0.02062743,0.3,1.4,0.0
-0.01780306,-0.02589211,-0.01109474,-0.01887368,-1.320689,-0.4,1.7,-1.1,-0.003740425,-0.05631842,-0.001902632,0.02482895,-0.1107433,0.5,1.2,-0.3
-0.01522329,-0.02729211,-0.01329474,-0.01427368,-1.172803,0.2,1.2,-1.6,-0.0032956440000000004,-0.05431842,0.0004973684,0.02432895,-0.06280815,0.3,1.2,-0.1
-0.01528912,-0.02739211,-0.01289474,-0.01417368,-1.336905,-0.2,0.5,-1.6,-0.002279414,-0.05401842,0.0001973684,0.02532895,0.5109173,1.2,-0.4,-0.3
-0.01553138,-0.02779211,-0.01269474,-0.01407368,-0.9308844999999999,0.2,1.0,-1.3,-0.0018131970000000001,-0.05321842,0.0001973684,0.02532895,-0.05826344,0.2,-0.5,-0.3
-0.01475576,-0.02749211,-0.01189474,-0.01307368,-0.8490083,-0.0,0.5,-1.1,-0.001870014,-0.05191842,0.0002973684,0.02432895,-0.2944334,-0.0,-0.2,-0.4
-0.01462031,-0.02709211,-0.01229474,-0.01337368,-1.374349,-0.6,0.3,-1.3,-0.001597242,-0.05101842,0.0009973684,0.02412895,-0.17495479999999997,-0.3,0.0,0.0
-0.01485783,-0.02689211,-0.01169474,-0.01377368,-1.628267,-0.3,1.0,-1.8,-0.0015764210000000002,-0.05061842,0.001397368,0.02392895,-0.15725250000000002,0.6,0.2,-0.6
-0.01459497,-0.02679211,-0.01159474,-0.01347368,-1.7555720000000001,0.1,0.5,-2.5,-0.0014706979999999999,-0.05011842,0.0015973679999999998,0.02372895,0.007211254,-0.1,-0.5,0.0
-0.01487405,-0.02739211,-0.01159474,-0.01327368,-0.8651243000000001,0.1,0.6,-1.2,-0.00162902,-0.04981842,0.0016973679999999999,0.02332895,-0.4319173,-0.9,-0.1,0.1
-0.01462754,-0.02729211,-0.01139474,-0.01297368,-1.218417,-0.0,0.2,-1.7,-0.001641484,-0.04981842,0.001797368,0.02332895,0.3294631,0.2,-0.4,0.2
-0.01420904,-0.02749211,-0.01139474,-0.01217368,-1.116076,-0.0,0.0,-1.6,-0.001845359,-0.04911842,0.002197368,0.02262895,0.110823,0.1,-0.4,0.0
-0.01467161,-0.02759211,-0.01069474,-0.01257368,-1.4649530000000002,-0.4,0.0,-1.7,-0.0019143620000000002,-0.04861842,0.001897368,0.02212895,0.3848224,0.2,0.4,0.4
-0.01485498,-0.02769211,-0.009994737,-0.01257368,-1.395189,-0.4,0.0,-1.6,-0.002307497,-0.04851842,0.0022973679999999997,0.02162895,0.163221,0.1,-0.8,0.0
-0.01478025,-0.02749211,-0.009594736999999999,-0.01257368,-0.6001728000000001,-0.1,-0.6,-0.9,-0.002526912,-0.04841842,0.002597368,0.02132895,-0.28407740000000004,-0.8,-1.4,0.0
-0.01495682,-0.02719211,-0.009794737,-0.01317368,-1.158514,-0.7,-0.6,-1.1,-0.002898405,-0.04891842,0.002597368,0.02122895,-0.2398835,-0.5,-0.4,0.0
-0.014984,-0.02699211,-0.009194737,-0.01327368,-1.244275,-0.5,-0.5,-1.4,-0.0029533740000000004,-0.04921842,0.0022973679999999997,0.02132895,-0.13754360000000002,-0.3,-0.9,-0.1
-0.01461897,-0.02699211,-0.009294736999999999,-0.01277368,-0.9063481,-0.0,0.0,-1.3,-0.0032914909999999997,-0.04931842,0.001997368,0.02092895,-0.3014587,-0.1,-1.2,-0.5
-0.01468812,-0.02659211,-0.009294736999999999,-0.01327368,-0.9330331000000001,-0.4,-0.7,-1.1,-0.003483195,-0.04941842,0.001797368,0.02072895,-0.3262233,-0.1,-0.4,-0.4
